N,P,K,temperature,humidity,ph,rainfall,label
57,43,52,37.517981102073044,92.41014569570304,6.642554397237629,106.92103244039887,papaya
51,45,24,25.647589774865757,74.32699484107914,7.171908562486057,115.50261731517739,maize
42,26,17,29.544536330255315,91.07853753604284,7.24288743822977,112.16683684860544,orange
27,55,9,28.132691230522127,91.19361421289503,6.490432858311316,37.12205766263635,mungbean
88,34,20,21.888596344255838,59.26857673676131,5.7941380190935,68.07141041347269,maize
21,62,15,32.69154595383422,41.70311330058113,6.141250509468673,35.40526988966687,mothbeans
66,44,33,23.117485031881483,87.01082534716896,5.849312609861284,250.1374789500769,rice
42,64,46,39.936752170612124,98.56568655915488,6.671513557967455,78.1177682642116,papaya
14,113,213,33.552179280736624,86.24757691508844,6.122999847019698,82.86584640521077,grapes
102,88,49,26.77240139612846,77.63957170892621,6.264591373331518,120.36855881000231,banana
103,19,53,23.398475614507394,84.5034142006688,6.932841679743774,46.411701604661424,watermelon
63,64,88,19.663227488237517,20.27222217603559,6.51630979559221,55.56270574603833,chickpea
65,44,22,25.904817824034073,73.97468385371859,6.363275225692757,107.50356561155313,maize
117,23,34,27.642204944596326,63.88482332288863,6.7573120812715315,167.59079392663887,coffee
91,34,29,20.773266420579155,61.911968730625965,5.576851435052639,107.74040450389364,maize
21,63,24,16.724562411641674,25.571041872670982,5.732218019880596,127.91120350546126,kidneybeans
0,54,28,27.030306480428187,83.70886942413127,7.63539820400062,51.200479620464094,mungbean
36,9,17,30.9075680999082,91.71028512726157,7.497554803779364,95.85531808225247,orange
22,131,199,27.25922025158273,79.54865604677101,5.82534553376356,77.88924944471513,grapes
114,48,16,26.879707802500416,77.25050823327561,7.435271996606115,78.19140918260668,cotton
85,70,64,27.67686578574508,77.71024627022129,6.149992001784183,92.53339247257287,banana
79,51,8,19.717765494241714,63.92411752743521,6.064483290241787,77.17806614364858,maize
109,32,42,22.11441563732852,53.93478845963294,5.6058843472958975,165.08191104787798,coffee
122,72,52,28.816890164847436,82.22176107248069,5.966516944866579,107.44046919074705,banana
79,55,36,21.26737664348977,86.48586480562182,6.775805464218663,188.29672540713773,rice
4,41,17,30.51370790451664,84.57978692800454,6.53241414512749,55.17996768550341,mungbean
124,14,63,27.25530848214538,82.14790618597424,6.483246270726461,30.90929729406022,watermelon
18,77,24,21.441088947517507,23.019063051413788,5.190195919114734,106.47939085515996,kidneybeans
34,27,36,27.331883620567595,43.81025280662582,5.54359439467693,104.8721249437051,mango
0,63,11,21.861610700199968,18.6301878575696,6.116097148097786,113.86922986342955,kidneybeans
96,7,55,25.743099955566908,90.75046016489507,6.009234788581638,40.88488447649522,watermelon
124,39,18,25.09136083302546,83.47605074896292,7.121877479237408,83.36580982645447,cotton
97,22,29,28.751604026293982,69.6083929814834,6.281816637312211,152.39930076370183,coffee
9,30,39,26.034969868388078,90.50737388430345,5.954292960865665,97.4436728515726,pomegranate
7,17,40,22.994732802005487,89.99215022066763,5.9241889838483885,124.92384379429431,pomegranate
71,52,31,23.482088278723346,79.99463717749732,6.302517417489719,177.9162611558449,jute
105,15,50,24.180740281272243,90.56079916532751,6.379059683566373,57.34242722020903,watermelon
65,43,41,20.382467911568263,84.83875512985092,7.1608926412101175,189.97488459251701,rice
96,35,40,24.41526525031538,84.84726027433543,7.634682157172863,229.4799355645699,rice
0,31,36,29.0077602851944,99.5706083833466,6.061169631090137,195.88312789408977,coconut
102,80,51,28.885584602629912,81.34284245981368,5.916722155186718,108.96715667412055,banana
88,44,47,27.135307906951084,75.90979159476355,6.663983288134368,183.87766989343672,jute
13,78,13,26.516004781500033,66.84543548132663,6.807829669835224,50.70819310279358,lentil
99,96,53,29.716146176967804,78.59986519052046,5.849939518908564,115.48178480690457,banana
82,58,21,19.265414480704187,62.67558002813026,7.233095676933087,77.45288256608849,maize
7,73,22,20.00009142640665,67.41849132260587,7.428595958062401,35.70132622621604,lentil
28,35,36,30.464498534883624,94.69399538696376,5.887713222358173,199.68696022946264,coconut
65,31,41,24.33555079659896,86.81192867953679,6.711472792671459,254.96599291340155,rice
110,11,51,26.55439389213719,86.51967531769341,6.230253534724198,36.72421321548367,muskmelon
116,35,24,26.4935177576361,59.11817486286088,6.477842532358553,141.53646784544682,coffee
95,60,28,23.500587201933296,84.83093648167522,6.234236764095085,212.08311949645613,rice
80,56,27,22.004597531738153,51.878303649547114,5.5527769429519305,106.9995747982305,maize
100,66,49,25.469923599134326,73.03479383125489,6.3902750101657455,133.709084661405,banana
18,17,29,27.133818727675205,92.14456449127532,6.173153295015125,161.32061873494808,coconut
34,54,10,27.678282990870407,49.13407408975209,6.060788469917162,31.4610969982113,mothbeans
109,34,58,25.03871755296447,82.44347887347926,6.4905734545683575,38.189467751973936,watermelon
14,35,29,26.652593996005443,97.799913835701,5.893903942631047,140.26155395567258,coconut
20,75,18,29.79732639229007,69.81121337677888,6.314224604639421,171.6227268176861,pigeonpeas
72,43,24,22.52623097461336,65.73548524278031,5.562687910491341,72.2876829427768,maize
10,53,26,30.17575145634501,83.18345308414793,6.657534512598631,38.355220895764624,mungbean
86,22,48,30.019835063674844,98.51542707859232,5.731630709626807,36.07509902895421,muskmelon
11,81,23,21.002575931325005,26.93323382560571,5.492713725587113,126.7080742903905,kidneybeans
41,21,20,30.30627391029582,54.13649451476735,4.975724223036169,78.1021723305377,mango
96,89,44,25.308092276328217,81.03902617582429,5.966583158477379,129.37825535622247,banana
0,23,33,27.738892484000562,99.95612669760781,6.600366187551211,186.6213347227492,coconut
66,62,47,44.28890550114398,95.90319654760555,6.25958589211824,59.74321168125522,papaya
26,23,17,27.253343483148747,46.53874616407731,5.704002302603335,92.48373463671568,mango
50,60,50,36.302251056263486,98.54138574855064,6.252526505788713,191.49281079796012,papaya
93,60,30,18.98384135637464,75.04959350017471,5.759001930212364,55.86110930128464,maize
0,131,195,24.383361051510704,95.13756171411642,5.936050377256038,102.09513842824514,apple
99,94,45,30.044884359514406,71.85370450919922,5.5718727218150645,93.53511413318635,banana
41,69,20,27.047522962624306,64.29311127601258,7.851752273409131,64.85486669350558,blackgram
115,42,37,22.801686104405327,70.10139203243878,6.485447686557599,179.0875332432068,coffee
48,62,58,22.03370967613212,91.93191403043396,6.773247342007463,225.23201503494653,papaya
22,75,93,19.319270549709405,12.674833197100295,7.306352861948006,89.61131681761032,chickpea
0,6,32,23.491455263140757,92.83760037356663,6.5043708096503465,100.1910524646438,pomegranate
50,69,69,21.26849004174522,13.188050407010982,8.137468711225221,63.32025183820896,chickpea
30,73,21,27.320076121226077,72.09495880735167,6.428374947582145,52.23431805027534,lentil
76,63,39,19.7458886806445,78.7145730744286,7.234235814762124,195.25840451245716,rice
95,23,28,21.74232456461551,64.25783707386155,6.942769750352807,128.54205110023545,coffee
0,18,6,22.108898724697852,92.08019844074532,7.227867977927134,98.873628812286,orange
20,150,204,23.740504568870833,92.64188977154325,6.148838573176033,132.33624200253863,apple
35,72,12,18.97284903572743,62.86348108912026,5.8785492324568915,66.24264698428993,lentil
57,48,62,25.305088267575037,90.11422604063776,6.20015260842961,93.93210046351672,papaya
18,9,41,28.49960232624592,94.7749100637448,6.065468875522673,153.72828856549066,coconut
134,42,32,24.464078711263294,81.31186292375381,7.588563887049337,84.17868733387358,cotton
122,76,40,26.513286054337293,78.9030303820638,6.491181492626431,106.37894414154599,banana
21,133,193,23.996871207995454,93.85500727876023,6.59214575150007,131.22758538798604,apple
104,42,38,24.58378300610822,79.11176438629334,6.500868325747306,180.1889261623003,rice
43,57,13,28.745812902806485,45.13312118997476,3.9270583350969352,25.912449336219467,mothbeans
124,79,39,27.53552794366986,81.88265889534901,6.60778536948684,82.56336064110364,banana
5,17,42,23.2837742207789,92.21463490788713,6.654401944247125,122.41136654939578,pomegranate
92,82,56,27.05151512116531,75.33513363428617,6.620907711828518,116.09264761283893,banana
117,32,27,25.27192814116192,60.528190290639465,6.379820485493511,168.3578310874182,coffee
18,4,36,19.462347164249792,88.05730487709647,6.932026215145516,106.34062611946923,pomegranate
81,64,47,27.158410757143606,68.93866194986565,5.743644281921894,185.29199806428005,jute
10,0,13,23.112190897840843,94.94093265126821,6.427654477476508,108.41056128755764,orange
0,15,12,12.177985850523342,92.55434921877084,7.021731699146819,102.51678712271591,orange
25,19,30,33.41974756757163,51.110246187381584,5.037420960553662,113.0220093698004,mango
10,70,27,26.54953511489795,71.14500384550124,5.096781473267277,156.16535631361523,pigeonpeas
29,38,27,28.421370891029444,77.43060478425625,6.6491771917234885,57.24926160291489,mungbean
21,36,9,30.651019484206437,78.18565804572953,6.9451530617127535,49.52823840494817,mungbean
49,67,78,17.276329156856214,17.19525362447581,6.70547256337782,98.20415682491938,chickpea
64,35,30,26.170577617116393,85.15930396367851,6.517675310821572,169.21588317824475,jute
100,46,11,26.459490445145796,73.4751007126887,6.808428796668862,100.09412237312395,maize
8,73,14,19.24639409816575,64.03944542004673,5.71706997668149,53.064818836542926,lentil
0,145,186,23.261422018095175,90.21142215876469,5.308756100270202,91.95589369048142,apple
0,23,48,20.833341585455827,93.26491989327818,5.829636808950289,96.83519494009242,pomegranate
0,73,20,32.49292777857228,64.09568412429026,5.995839357898429,156.44214439646626,pigeonpeas
68,68,70,19.364529578108495,18.171739842363376,5.847669532579898,99.39568296380412,chickpea
7,30,25,26.227604556336495,94.00182685574332,6.102930445108264,172.5299009520033,coconut
17,142,201,20.801803298709977,92.37985569940683,6.153729002097009,141.63469816688482,apple
79,86,59,29.15154729684551,87.5927811737679,6.329627390908732,96.88818031499514,banana
114,28,51,29.834014343208118,90.75430747269442,6.460262230896239,41.58686808763895,muskmelon
7,6,39,29.29760656327892,100.88039723481936,5.899688798428635,203.8711794856307,coconut
71,49,39,25.963300210829807,83.36343126964832,6.217433677078343,161.51895123844008,jute
45,72,71,17.844744461094404,20.611698395558488,6.792207777624521,70.53035308198054,chickpea
0,130,197,19.369913667991057,81.19351236182598,6.204998054167595,57.4396339702397,grapes
98,11,45,29.263811847188926,96.99949740603735,5.787895921458151,10.396648153632812,muskmelon
0,81,18,19.106406178245877,63.78499821260402,7.377708028865037,59.38038477071147,lentil
12,39,27,30.16793275273434,62.68726625247316,7.685330627284678,56.30027235567002,mothbeans
114,51,22,23.0570704279168,80.23570797009141,7.497726983385584,60.85743034547042,cotton
47,71,19,34.06357507639067,71.08790633413007,6.174557508277127,62.82250812171347,blackgram
58,57,22,33.70642692801289,62.76895121765092,6.846809958397261,62.82748174066626,blackgram
8,57,25,28.496790977727215,93.17862291467574,6.136404511463905,65.64252971482871,mungbean
92,48,22,20.19427959046618,55.45510660153737,6.9458511249509876,117.16963614828659,maize
33,0,22,27.56176780685305,94.75693908182882,6.2164310463487045,165.27682745298205,coconut
98,40,52,21.563277217361005,78.00773369938418,6.289729198242923,188.11626896123315,rice
43,46,31,29.844472784426785,36.92617121145374,4.703610596495344,49.72909952151363,mothbeans
102,100,44,27.646980291763242,85.7144408510151,6.025998163384057,120.05384982514062,banana
61,61,27,34.297681120933646,64.04747295169022,7.179399707119335,69.58541762105084,blackgram
89,58,11,27.319302663275497,67.60820661002407,6.419732251082474,106.42940750198545,maize
42,70,25,22.85153334273788,66.55952093740459,7.137021680187118,34.2013002165439,lentil
91,36,45,23.243877829330682,82.53985432505436,7.514246502530437,238.12799152031153,rice
74,47,17,20.278251936448612,64.11129175418017,5.249562375315117,64.55978851964835,maize
9,32,4,19.875852744784364,94.03963827326868,6.792095210079203,112.62304121699907,orange
26,140,209,23.83236535083641,95.68127970803782,5.914859651888693,100.5392564436256,apple
40,13,0,20.166214009067314,90.35410479643593,7.857163615974993,112.21887502814066,orange
120,46,25,22.669857200912617,76.33065965920221,6.1181298128745585,50.344286349693974,cotton
106,62,45,25.709232156459805,73.96508712240164,5.506484990632503,123.45431619093242,banana
85,46,37,19.72809035247876,80.56257756459529,7.09484643794991,205.66686512077254,rice
88,10,57,30.42854132824132,94.51047716957129,7.0873819137342196,16.279843645227952,muskmelon
20,30,43,33.235515579883455,50.271617268084626,6.364396424187256,99.06131557182998,mango
33,29,17,29.923067485726605,55.03415093115825,6.599949281881071,97.41117231631011,mango
59,65,43,38.41859805494806,94.62890970630349,6.333170843670644,79.7244885978446,papaya
73,54,38,25.191504128210042,80.60841951695095,5.408867491212753,193.90347694689453,rice
35,44,29,29.67828745498216,44.03930763726782,7.277565203712867,60.054267764446536,mothbeans
4,74,25,19.50092610265777,22.41545754002482,5.9841549397682225,95.6241717096377,kidneybeans
2,68,25,17.33352222851929,20.65553633879531,5.8296264183742394,55.48330678900474,kidneybeans
32,60,5,23.889456161722357,64.5900545191071,7.347333852635056,64.67841671495873,lentil
7,8,42,27.91552814361814,99.20598426726681,5.5286169844921265,232.25126742581944,coconut
25,129,197,24.353838273635798,92.78446739536196,5.906451655718792,132.76496880246498,apple
110,63,15,22.43753672132677,75.9491165499868,7.781264638167539,83.33765313809766,cotton
2,38,38,29.069511896579336,45.685135507986026,5.255170659040563,81.94702828227784,mango
4,26,12,25.739014583886128,60.24561401871484,8.971816464319343,58.451035375468855,mothbeans
74,44,37,24.979541456733806,78.59960654772622,6.36916356817439,193.3070527846989,jute
58,71,16,27.096806418442686,66.11780527503076,6.938412474511499,64.5619753009662,blackgram
81,54,43,26.578798821941202,85.16565434558473,5.977111041610436,202.2883218286947,jute
24,13,40,25.19520672211399,83.42469934521634,6.954829219873367,94.5451531811237,pomegranate
11,50,26,24.76879599914248,50.3097365775571,7.4895751689052075,146.43255680967434,pigeonpeas
0,63,20,17.149493208822484,19.92459362699646,5.902842998131705,156.4756915564256,kidneybeans
6,26,33,28.07558580028001,49.22129555492136,5.920980519451607,95.72621927889936,mango
22,66,80,15.507562526904769,19.4328454721379,6.163468969549166,106.29112267891402,chickpea
4,22,38,21.71828676982866,89.35517344016499,6.920661602966574,109.9779648650359,pomegranate
137,43,9,21.784176372543108,88.48630662227168,6.243066518067113,88.77235450336678,cotton
26,62,23,32.9530267880962,35.14063353445052,5.530305292211986,158.74017367027045,pigeonpeas
107,53,21,25.916774417056267,78.24187315082276,6.906196165661509,94.99870287470094,cotton
3,132,212,29.550846135786802,85.58833118056317,5.958077897982724,77.96558128727501,grapes
117,51,17,27.711775943518568,73.47517204054226,7.6530686200830615,75.84810726480592,cotton
11,12,23,30.013119168435804,93.64999752592341,6.594118670288242,207.7033274055825,coconut
68,41,43,38.48155212139479,93.94074068392713,6.979140993123863,173.33689433374388,papaya
87,39,11,23.87991998101077,61.91016586874572,5.831704624254704,98.92345071417142,maize
120,62,50,27.915767394798266,83.20318338693755,6.097028663672736,100.39519838291258,banana
105,68,57,25.84712306712138,80.58603537861664,5.448217196444973,130.26980762916946,banana
59,68,81,17.902157504664313,16.578697989167544,7.158698616048091,68.37872899512432,chickpea
87,37,32,26.42955856962675,57.92585334893311,7.044699624119151,138.94118911809744,coffee
0,143,202,24.39143779380113,92.48760436867036,5.526046744010334,120.92195509745534,apple
92,84,54,27.247601511689314,79.12511235318286,6.728599618268846,97.38531904038956,banana
18,62,78,18.329559343989732,15.641415948582331,6.517253682776843,73.0135370293936,chickpea
45,17,52,24.809460019954685,87.2749031609317,6.287288668374924,102.77014812710902,pomegranate
17,49,24,27.854564822380663,77.9165002271108,5.904510579128613,58.12467588363792,mungbean
0,132,196,31.918354998690845,78.82342388087453,6.341896417051842,82.65054525498152,grapes
40,54,22,28.936783150054325,87.58422071436,6.969108542304122,66.163598219341,mungbean
97,48,47,24.385391201766748,78.31083700939166,7.372196752837989,254.5707965731378,rice
75,51,36,20.718462717621843,80.46184504722586,5.645391189435868,229.00394662240333,rice
111,78,64,24.457652887667326,84.4259379226233,5.619647105329416,97.33288325857299,banana
20,29,19,27.681033822511235,66.4225463705892,5.719669593396442,72.70862068155077,mothbeans
31,65,20,35.249860019148684,60.34976522331658,7.289063318010207,61.44956698567858,blackgram
22,125,194,29.845691919624244,79.0154693729951,5.915928661062902,69.85575592496912,grapes
8,58,25,28.142970512437547,89.90528654709254,5.900851058926868,39.11193757398716,mungbean
109,18,48,22.72508447599748,85.39753767440384,6.4013627452339845,47.613727726645735,watermelon
100,80,55,29.121992739001495,72.88723633129675,6.1249540731231145,102.99015313564661,banana
28,118,196,33.50031600201122,78.36497168875901,5.145679363325131,76.33601928107856,grapes
118,3,53,23.07954575905709,92.97448938097733,7.118668016010348,59.350506096353236,watermelon
59,61,42,37.103387606151635,89.92518589785996,7.118030991854963,181.4151723232763,papaya
119,31,27,26.751966670855705,75.11531175290618,7.804616087320733,67.52557236920966,cotton
27,21,12,31.48889460558325,92.48649873280594,6.768651990333339,129.45524244445718,orange
11,11,26,26.147477805799145,96.10833422052573,6.565930646784554,178.39350509752444,coconut
84,96,49,29.2475101368928,83.1640133804067,5.3285150401396795,101.81434531984718,banana
20,73,21,26.639013753534435,73.45477674426864,6.9983023453451025,39.952202227262035,lentil
32,57,16,29.0435154202271,38.45516645208629,7.105905219199876,31.822111992298368,mothbeans
109,90,61,28.56755033011443,84.49655881783372,6.087618066068388,114.62742641869568,banana
22,46,17,26.45100042567652,82.098580911493,6.814268440186297,50.6026531129701,mungbean
85,38,31,23.9049863543352,65.15426725644147,5.288900882416772,71.89189965127413,maize
0,48,29,31.175752519899632,85.75481316181681,6.042290204206887,74.22747101467735,mungbean
17,82,12,37.44894354932851,45.891408296627205,4.848085332055584,174.42928608578288,pigeonpeas
32,70,82,18.457477737769466,20.571229244001664,6.976824794425528,77.91857357088057,chickpea
19,70,11,20.827980706656046,65.84045813352007,5.94818376571035,55.11741680300261,lentil
107,27,16,21.137308733234192,74.30437695172857,6.740219026742607,72.18922272157778,cotton
35,76,16,29.97707470138324,37.02689585074962,4.537183769796192,72.32877072965374,pigeonpeas
87,44,33,25.262782189002987,88.51211024484257,7.109730124065349,255.14087506521534,rice
0,8,8,21.12595003976343,96.09085975655938,6.989273518235188,104.82870389177391,orange
47,71,11,27.484567596788864,68.66836847147323,7.262797708400462,74.29860875584464,blackgram
16,133,200,20.873050185630557,94.11322720313329,5.3907531401245254,103.59867432653681,apple
28,20,23,29.53061963447714,99.00790805888016,6.041078495402179,142.67441125541978,coconut
15,0,36,21.05546852519936,87.82791329643275,6.3906222081679225,111.49584543392577,pomegranate
22,0,7,21.952829566931108,90.00406859517626,6.418777419684369,83.23201903952553,orange
63,49,10,23.412946026892232,59.757220594843915,6.562330390239256,114.43706686853324,maize
35,81,18,25.693385860739177,63.67348682682004,7.584243435838951,25.186157425776333,lentil
21,61,75,18.0572951849642,11.346640995111235,7.047092584257133,62.417753438735076,chickpea
60,39,44,25.62943974364187,73.06586968860648,6.279455168784867,196.21129571462936,jute
99,24,35,21.35775296957907,58.90417513016183,6.964164504042669,201.7421961072371,coffee
90,48,42,27.184063976957813,78.50617196107022,6.099437164431999,228.35777252019355,rice
23,65,22,28.145948394364556,59.478105574614744,6.042137457695175,114.02467424770508,pigeonpeas
25,80,82,19.118092808376094,14.436612228420547,8.68958715388879,80.15552883352659,chickpea
105,43,19,24.393933893245237,78.15519310276612,7.481131787432385,90.93976108821644,cotton
37,111,212,23.469807708056827,95.22877918518928,5.742806613479414,128.1585376857053,apple
32,39,34,29.969284968640586,51.03057904563889,5.752903741251363,83.35878184302395,mango
38,136,202,23.788355305090068,78.92894903011813,6.548048375791823,80.32361781865409,grapes
31,11,17,26.730714182673108,101.03390551371145,6.21906936619329,176.74103665829298,coconut
103,5,50,30.21420977286804,89.19830042919779,6.8465300831315385,14.876591091733811,muskmelon
9,1,12,10.18119890835937,98.36216143162204,7.876320350368842,124.26948234518827,orange
37,27,34,20.769490624742474,83.14474556156705,7.086469940652246,116.19461208238093,pomegranate
102,89,51,28.73093794991942,76.55235968381862,5.822601509492599,114.78306214428196,banana
35,82,11,24.848773841198444,68.27297475479777,8.066868350174905,48.15193578488648,lentil
14,14,5,26.14093767391203,89.56303604126073,6.8242164437164385,98.49393966191975,orange
4,0,43,23.605502215164673,80.26435244840931,5.804020818492222,123.25067688752384,pomegranate
21,68,21,34.03036714537526,72.20034718635323,7.186939539656541,87.13974697419218,blackgram
88,56,33,21.752465000937256,64.36594099584649,6.245981410314755,53.062912751604806,maize
30,133,204,39.4376985472326,78.51343300066098,6.531477812742617,71.0087125651328,grapes
38,58,12,30.891285800854707,61.528511698454956,5.278339746624629,92.00176164928746,pigeonpeas
48,72,26,25.277549657328397,66.87764777084243,6.937385790802567,61.410210879761095,blackgram
100,45,41,26.836810722796873,75.44590538616819,7.329791257219121,197.05228498652417,jute
126,32,30,26.326337675575388,61.47742507761724,7.2642839651555,101.58946640986787,coffee
23,63,92,18.17502048968969,18.55431146157245,6.297569875311604,64.02005958464363,chickpea
123,33,55,27.483876130357476,94.17646721307888,6.550592578298139,44.76073693001476,watermelon
122,49,23,24.975650635002935,81.06051597665281,7.07423839414179,81.80381654211823,cotton
25,28,13,25.625943287772948,59.60427685805836,9.4326479244786,32.76861284232474,mothbeans
15,44,6,31.840670520120277,55.506163007620216,8.652219840161303,55.75290509829351,mothbeans
116,0,51,27.091103533028097,84.22645367398091,6.309056550987084,38.52771048782641,watermelon
13,70,27,18.100667606239035,22.41001090603646,5.5988480214040734,67.26830822768434,kidneybeans
105,26,18,27.94913312590146,68.34730758274964,6.0974599187435565,161.87404806764647,coffee
92,26,54,26.863884905384037,81.8161129834767,6.554376465090877,65.7432923017414,watermelon
71,44,16,25.36089367650051,75.20252682863105,6.552204898603319,64.41483612116454,maize
61,36,28,20.817823361855506,82.51591426271749,6.489346961243918,241.31147210492148,rice
23,64,29,30.097823755644306,60.8316548445553,5.777094220039935,89.39547583076819,pigeonpeas
25,70,20,23.902752570445873,48.22291745705136,6.366010466253726,125.24651693110121,pigeonpeas
89,19,50,27.12385380365287,87.76061889515654,5.996907114297306,25.625796299465758,muskmelon
14,68,10,19.331933339236738,19.871240055919905,5.732347065007204,57.93709998997108,kidneybeans
73,35,34,23.388244513108358,77.76753650776114,7.1668727284729465,207.34953687631872,rice
29,4,30,25.851823244378046,99.96843241723381,5.8665498613152876,153.6799605158966,coconut
33,85,80,18.861403737662584,11.628779215405359,7.656373725967264,45.83103068079117,chickpea
103,28,29,22.962016969794234,78.28105934837212,7.705578389934785,99.59837092390242,cotton
42,65,20,31.469643362411208,70.13363768958726,7.729586920543896,71.31255499899683,blackgram
0,28,44,23.4290857236465,92.12628255598273,7.162666515439605,127.36165299005359,pomegranate
8,34,36,27.54442078304629,50.8625661051157,6.739713447046004,95.70299718347103,mango
106,53,25,24.035121094246318,74.47552118229552,5.91395913335741,53.434820241283916,cotton
43,13,42,20.667868709170246,93.62664106068813,6.110535808419397,125.57863402542046,pomegranate
17,76,21,19.924197062134354,20.174985272006925,5.875387286956269,122.52454421076646,kidneybeans
39,16,6,24.56182455174916,88.62030896029404,6.457080177248078,104.27883029054668,orange
102,40,16,22.044364624507825,68.99352652522683,6.410496904119661,82.84745638199539,maize
21,60,6,29.195392739755075,63.85770248531506,6.265621545783664,26.624187527359343,lentil
128,25,42,28.57486276025259,88.16911699432056,5.866500380140318,71.71933581574312,watermelon
108,9,58,23.346153461673037,94.4008149520078,5.900885194920982,29.418921470105115,watermelon
100,17,47,26.08573996119145,81.36517671550642,7.295251414873513,50.50255573466263,watermelon
27,43,13,27.47899710280084,54.66380431041445,7.714342375045127,41.4414680675209,mothbeans
35,78,8,36.297007358840936,35.237709733012174,5.714837604012474,188.83381770073498,pigeonpeas
80,30,12,22.05770495920313,63.81834219592215,5.545783032107826,52.67144325699234,maize
5,136,202,28.919545679448504,77.07470724957182,6.047975205018948,60.40976507212526,grapes
19,74,14,19.618749622210803,68.56709792928224,6.041468863886773,35.58867925777706,lentil
86,19,31,27.630530211683254,68.17329810781617,6.907509340607567,112.99603092698277,coffee
102,54,38,23.46079061831441,78.9806224397592,6.747185679000524,173.22384239685135,rice
37,140,211,22.612673036149616,88.95522150370815,5.98530854565307,91.68168853434162,apple
86,26,40,27.09383041188416,87.23062558432866,7.045782844958908,180.7553161797261,rice
91,82,52,25.04711404227166,79.56377819381143,6.057731524249572,98.56698746485921,banana
93,56,20,25.445115769321177,63.213607538986466,6.780566230685163,79.33246858821408,maize
102,10,37,22.693837569599165,65.0582205574904,6.312593582653065,179.2348683785191,coffee
39,25,30,30.506425698468284,55.31583170648583,5.130147830302663,98.59561175495614,mango
99,84,46,27.244023000249666,86.05589812427493,6.015311787926491,106.22064130471816,banana
22,50,25,27.35040611212299,84.32459995932663,6.573216897208079,37.777598088510885,mungbean
105,84,55,28.134110806594535,77.58486585459411,6.723837359141984,95.12471052592657,banana
40,62,19,31.23185002619307,69.2885961565473,7.391179361045478,85.99396725970752,blackgram
92,58,33,23.59574786016422,85.32166568825934,6.959906423019784,144.59896189713803,jute
21,149,199,19.340963727599128,83.20194942811378,6.422052147199496,60.30702581337887,grapes
132,26,30,23.20506201744341,80.63324300714166,7.474503897604473,88.20234076068996,cotton
59,60,88,19.37642280881431,12.468196389809037,6.482777673077787,56.95208563000719,chickpea
36,69,18,29.205338800032393,46.611435979250004,6.043062400979094,90.8921944971062,pigeonpeas
52,61,13,26.289341992638047,70.47364560331452,7.725892825605722,63.09835460367556,blackgram
47,63,9,19.351591953991473,68.2567537551052,6.43566701051505,30.247994426593614,lentil
11,30,12,29.527399620220777,50.63653212018234,9.356570143468575,48.909165075829584,mothbeans
61,55,40,24.79614562207122,84.10292827880609,7.157809082300643,202.30774014206384,jute
89,101,52,25.36200777821654,79.22964551162337,6.034528920552897,105.3832875367558,banana
63,61,81,21.8659657560765,18.24273236560677,6.567265694484341,93.926014676529,chickpea
6,45,12,29.22937224175312,83.13849070259515,7.0843215763715115,26.984541322660917,mungbean
37,23,37,22.58080550319888,98.28446937428468,6.183236367596798,111.53833229611274,pomegranate
72,63,44,30.841311907210795,91.5478450743726,6.0729555076471415,201.20642139619977,papaya
32,33,37,19.724207376201086,93.25414379136515,6.7009667232483,104.9719187510756,pomegranate
26,0,38,30.018458347671107,90.21904178138655,6.193204143956779,186.15752198899207,coconut
31,43,16,31.77567727850386,50.50737375531788,7.179582808400709,39.91705293792598,mothbeans
89,29,34,22.065453953144072,54.359171466638884,6.765039135514989,126.57280756159446,coffee
84,39,21,26.812150766394083,54.61854023697886,5.6674330398924155,139.3849808021923,coffee
103,50,23,22.860171045378415,81.39838688800157,6.779079339913746,65.4548112819941,cotton
50,48,19,32.85730016115097,57.96751338177801,7.047067734594031,55.17019606697023,blackgram
5,38,39,30.359289164813895,48.36543987495718,4.561172472765028,73.31909395304186,mango
53,43,37,24.894016511375057,76.81148630235573,6.763852449909789,201.76827828312406,jute
113,66,54,27.606535200901362,84.00625048012415,6.539802951027353,72.21816306396701,banana
112,34,41,27.155088568208424,78.08398784728033,6.683241582369257,52.26654168173357,watermelon
70,70,45,44.80795254763207,96.72209285901383,6.643858819531422,100.5700169939454,papaya
36,49,57,33.03232738636566,89.96378993371178,6.844779707750453,83.64997015595397,papaya
30,14,35,31.20320496617124,51.46688533695264,6.393821803986007,74.3185185066053,mango
0,27,20,28.654195893060084,52.660259335015915,6.347676978122065,79.70357442150606,mango
34,52,49,39.52278019953243,91.22552962329776,6.597156856607524,51.36595017180926,papaya
100,16,26,27.004666692586532,55.83351303586236,7.1960732515050525,158.06371176902138,coffee
17,61,19,21.188530770002806,18.316877491023902,5.666498001833987,161.33138330519728,kidneybeans
27,27,10,20.000525722489208,97.18790545916633,6.688989750176905,130.86022867347603,orange
27,45,9,28.41223690456793,85.04557038484575,6.224617152397189,46.81294618540305,mungbean
15,15,34,21.436508627476424,88.25516093745006,6.082979274307219,110.49494202714064,pomegranate
75,16,45,24.537534756482348,82.08502069079651,6.812159337828559,64.90712281144863,watermelon
24,20,22,16.101640413727786,87.3487364362332,6.791048700125762,106.66234597804039,orange
